origpathname,unitid,format,licenseuri,fileuri,scientificname,typifiedname,family,subfamily,genus,species,subspecies,zoogeoregion,countrycode,country,province,station,eventdate,view
"Scarabaeidae, Cetoniinae/Eudicella tetraspilota 5314cz16.jpg",2384,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2384.jpg,Eudicella tetraspilota,Eudicella tetraspilota,Scarabaeidae,Cetoniinae,Eudicella,tetraspilota,,AT,CD,"Congo, The Democratic Republic of the",Katanga ,Kolwezi,04/04/1990,Dorsal
"Scarabaeidae, Cetoniinae/Eudicella tetraspilota 5317cz19.jpg",2385,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2385.jpg,Eudicella tetraspilota,Eudicella tetraspilota,Scarabaeidae,Cetoniinae,Eudicella,tetraspilota,,AT,CD,"Congo, The Democratic Republic of the",Katanga ,Road from Kolwezi to Luena,12/1991,Dorsal
"Scarabaeidae, Cetoniinae/Eudicella trilineata 5339cz41.jpg",2386,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2386.jpg,Eudicella trilineata,Eudicella trilineata,Scarabaeidae,Cetoniinae,Eudicella,trilineata,,AT,ZW,Zimbabwe,Bulawayo,,01/1996,Dorsal
"Scarabaeidae, Cetoniinae/Eudicella trilineata 5369cz71.jpg",2387,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2387.jpg,Eudicella trilineata,Eudicella trilineata,Scarabaeidae,Cetoniinae,Eudicella,trilineata,,AT,ZW,Zimbabwe,Bulawayo,,01/1996,Dorsal
"Scarabaeidae, Cetoniinae/Eudicella woermanni alexisi 5348cz51.jpg",2388,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2388.jpg,Eudicella woermanni alexisi,Eudicella woermanni alexisi,Scarabaeidae,Cetoniinae,Eudicella,woermanni,alexisi,AT,CM,Cameroon,Southwest Region ,Ekonjo (Petit Mount Cameroon),1997,Dorsal
"Scarabaeidae, Cetoniinae/Eudicella woermanni alexisi 5352cz54.jpg",2389,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2389.jpg,Eudicella woermanni alexisi,Eudicella woermanni alexisi,Scarabaeidae,Cetoniinae,Eudicella,woermanni,alexisi,AT,CM,Cameroon,Southwest Region ,Ekonjo (Petit Mount Cameroon),1997,Dorsal
"Scarabaeidae, Cetoniinae/Eudicella woermanni poggei 5342cz44.jpg",2390,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2390.jpg,Eudicella woermanni poggei,Eudicella woermanni poggei,Scarabaeidae,Cetoniinae,Eudicella,woermanni,poggei,AT,CD,"Congo, The Democratic Republic of the",Katanga ,Road from Kolwezi to Luena,12/1989,Dorsal
"Scarabaeidae, Cetoniinae/Eudicella woermanni poggei 5345cz47.jpg",2391,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2391.jpg,Eudicella woermanni poggei,Eudicella woermanni poggei,Scarabaeidae,Cetoniinae,Eudicella,woermanni,poggei,AT,CD,"Congo, The Democratic Republic of the",Katanga ,Road from Kolwezi to Luena,12/1989,Dorsal
"Scarabaeidae, Cetoniinae/Euglypta bakeri 8209cz12.jpg",2392,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2392.jpg,Euglypta bakeri,Euglypta bakeri,Scarabaeidae,Cetoniinae,Euglypta,bakeri,,OL,PH,Philippines,Negros Oriental ,,06/1991,Dorsal
"Scarabaeidae, Cetoniinae/Euglypta kuntzeni 8213cz16.jpg",2393,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2393.jpg,Euglypta kuntzeni,Euglypta kuntzeni,Scarabaeidae,Cetoniinae,Euglypta,kuntzeni,,OL,,,,,,Dorsal
"Scarabaeidae, Cetoniinae/Euphoria basalis 18162cz67.jpg",2394,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2394.jpg,Euphoria basalis,Euphoria basalis,Scarabaeidae,Cetoniinae,Euphoria,basalis,,NT,MX,Mexico,,"Mexico City, Sullivan Park (Colonia San Rafael)",20/08/1973,Dorsal
"Scarabaeidae, Cetoniinae/Euphoria herbacea 18028cz31.jpg",2395,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2395.jpg,Euphoria herbacea,Euphoria herbacea,Scarabaeidae,Cetoniinae,Euphoria,herbacea,,NA,US,United States,"Texas, Brazos County",College Station,06/1999,Dorsal
"Scarabaeidae, Cetoniinae/Euphoria inda 18152cz61.jpg",2396,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2396.jpg,Euphoria inda,Euphoria inda,Scarabaeidae,Cetoniinae,Euphoria,inda,,NA,US,United States,"New Mexico, Socorro County",,08/1999,Dorsal
"Scarabaeidae, Cetoniinae/Euphoria kerni 17990cz93.jpg",2397,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2397.jpg,Euphoria kerni,Euphoria kerni,Scarabaeidae,Cetoniinae,Euphoria,kerni,,NA,US,United States,"Texas, Frio County",,05/1997,Dorsal
"Scarabaeidae, Cetoniinae/Euphoria lineoligera 8532cz34.jpg",2398,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2398.jpg,Euphoria lineoligera,Euphoria lineoligera,Scarabaeidae,Cetoniinae,Euphoria,lineoligera,,NT,MX,Mexico,Jalisco,Ajijic,09/1999,Dorsal
"Scarabaeidae, Cetoniinae/Eupotosia affinis pyrochroa 8280cz82.jpg",2402,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2402.jpg,Eupotosia affinis pyrochroa,Eupotosia affinis pyrochroa,Scarabaeidae,Cetoniinae,Eupotosia,affinis,pyrochroa,PA,GR,Greece,Thessaly ,"Larissa, Mount Ossa",07/1996,Dorsal
"Scarabaeidae, Cetoniinae/Eupotosia affinis pyrodera 8283cz88.jpg",2403,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2403.jpg,Eupotosia affinis pyrodera,Eupotosia affinis pyrodera,Scarabaeidae,Cetoniinae,Eupotosia,affinis,pyrodera,PA,TR,Turkey,"Mersin, Erdemli District",Arslanli,07/06/1996,Dorsal
"Scarabaeidae, Cetoniinae/Eupotosia mirifica koenigi 8289cz91.jpg",2404,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2404.jpg,Eupotosia mirifica koenigi,Eupotosia mirifica koenigi,Scarabaeidae,Cetoniinae,Eupotosia,mirifica,koenigi,PA,TR,Turkey,"Mersin, Erdemli District",Arslanli,06/1992,Dorsal
"Scarabaeidae, Cetoniinae/Eupotosia speciosa marchei 8271cz73.jpg",2405,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2405.jpg,Eupotosia speciosa marchei,Eupotosia speciosa marchei,Scarabaeidae,Cetoniinae,Eupotosia,speciosa,marchei,PA,CY,Cyprus,Paphos,"Bretsia, 500m",13/07/2000,Dorsal
"Scarabaeidae, Cetoniinae/Euprigenia bicoronata 8946cz52.jpg",2406,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2406.jpg,Euprigenia bicoronata,Euprigenia bicoronata,Scarabaeidae,Cetoniinae,Euprigenia,bicoronata,,OL,MY,Malaysia,Sabah (Borneo),Crocker Range ,06/1988,Dorsal
"Scarabaeidae, Cetoniinae/Euprigenia bicoronata 8953cz56.jpg",2407,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2407.jpg,Euprigenia bicoronata,Euprigenia bicoronata,Scarabaeidae,Cetoniinae,Euprigenia,bicoronata,,OL,MY,Malaysia,Sabah (Borneo),Crocker Range ,06/1988,Dorsal
"Scarabaeidae, Cetoniinae/Euprigenia bicoronata 8980cz86.jpg",2408,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2408.jpg,Euprigenia bicoronata,Euprigenia bicoronata,Scarabaeidae,Cetoniinae,Euprigenia,bicoronata,,OL,MY,Malaysia,Sabah (Borneo),Crocker Range ,06/1988,Lateral Head
"Scarabaeidae, Cetoniinae/Euprigenia bicoronata 8987cz95.jpg",2409,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2409.jpg,Euprigenia bicoronata,Euprigenia bicoronata,Scarabaeidae,Cetoniinae,Euprigenia,bicoronata,,OL,MY,Malaysia,Sabah (Borneo),Crocker Range ,06/1988,Lateral Head
"Scarabaeidae, Cetoniinae/Euprotaetia nox 8292cz94.jpg",2410,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2410.jpg,Euprotaetia nox,Euprotaetia nox,Scarabaeidae,Cetoniinae,Euprotaetia,nox,,OL,PH,Philippines,Southern Mindanao,,09/1993,Dorsal
"Scarabaeidae, Cetoniinae/Euprotaetia teisseri 15179cz81.jpg",2411,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2411.jpg,Euprotaetia teisseri,Euprotaetia teisseri,Scarabaeidae,Cetoniinae,Euprotaetia,teisseri,,OL,PH,Philippines,Leyte Province,,12/1999,Dorsal
"Scarabaeidae, Cetoniinae/Euprotaetia uhligi 15155cz59.jpg",2412,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2412.jpg,Euprotaetia uhligi,Euprotaetia uhligi,Scarabaeidae,Cetoniinae,Euprotaetia,uhligi,,OL,PH,Philippines,Batanes Province,,13/12/1999,Dorsal
"Scarabaeidae, Cetoniinae/Euprotaetia uhligi 8295cz97.jpg",2413,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2413.jpg,Euprotaetia uhligi,Euprotaetia uhligi,Scarabaeidae,Cetoniinae,Euprotaetia,uhligi,,OL,PH,Philippines,"Northern Luzon, Mountain Province",,08/1993,Dorsal
"Scarabaeidae, Cetoniinae/Euryomia argentea 10380cz85.jpg",2414,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2414.jpg,Euryomia argentea,Euryomia argentea,Scarabaeidae,Cetoniinae,Euryomia,argentea,,AT,MG,Madagascar,,Perinet,15/02/1963,Dorsal
"Scarabaeidae, Cetoniinae/Euselates dissimilis 15164cz66.jpg",2415,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2415.jpg,Euselates dissimilis,Euselates dissimilis,Scarabaeidae,Cetoniinae,Euselates,dissimilis,,OL,PH,Philippines,Palawan,,20/04/1999,Dorsal
"Scarabaeidae, Cetoniinae/Fornassinius fornassini 4848.jpg",2416,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2416.jpg,Fornassinius fornassini,Fornassinius fornassini,Scarabaeidae,Cetoniinae,Fornassinius,fornassini,,AT,TZ,"Tanzania, United Republic of ",Mara ,Kirumi Mountain (Lake Victoria),02/2000,Dorsal
"Scarabaeidae, Cetoniinae/Fornassinius fornassini 4849.jpg",2417,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2417.jpg,Fornassinius fornassini,Fornassinius fornassini,Scarabaeidae,Cetoniinae,Fornassinius,fornassini,,AT,TZ,"Tanzania, United Republic of ",Mara ,Kirumi Mountain (Lake Victoria),02/2000,Dorsal
"Scarabaeidae, Cetoniinae/Fornassinius fornassini 5473cz75.jpg",2418,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2418.jpg,Fornassinius fornassini,Fornassinius fornassini,Scarabaeidae,Cetoniinae,Fornassinius,fornassini,,AT,TZ,"Tanzania, United Republic of ",Mara ,Kirumi River (Lake Victoria),02/2000,Dorsal
"Scarabaeidae, Cetoniinae/Fornassinius fornassini 5478.JPG",2419,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2419.jpg,Fornassinius fornassini,Fornassinius fornassini,Scarabaeidae,Cetoniinae,Fornassinius,fornassini,,AT,TZ,"Tanzania, United Republic of ",Mara ,Kirumi River (Lake Victoria),02/2000,Dorsal
"Scarabaeidae, Cetoniinae/Gametis forficula 14930cz33.jpg",2420,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2420.jpg,Gametis forficula,Gametis forficula,Scarabaeidae,Cetoniinae,Gametis,forficula,,PA,JP,Japan,,Okinawa,04/1978,Dorsal
"Scarabaeidae, Cetoniinae/Gametis versicolor 14934cz37.jpg",2421,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2421.jpg,Gametis versicolor,Gametis versicolor,Scarabaeidae,Cetoniinae,Gametis,versicolor,,OL,IN,India,Maharashtra ,Ajanta,21/08/1956,Dorsal
"Scarabaeidae, Cetoniinae/Glycephana mollucarum 23565cz68.jpg",2422,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2422.jpg,Glycephana mollucarum,Glycephana mollucarum,Scarabaeidae,Cetoniinae,Glycephana,mollucarum,,OL,ID,Indonesia,South East Sulawesi ,Kendari,05/1997,Dorsal
"Scarabaeidae, Cetoniinae/Glycosia palawanica 8217cz20.jpg",2424,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2424.jpg,Glycosia palawanica,Glycosia palawanica,Scarabaeidae,Cetoniinae,Glycosia,palawanica,,OL,PH,Philippines,Palawan,,02/09/1999,Dorsal
"Scarabaeidae, Cetoniinae/Glycosia tricolor 8230cz32.jpg",2425,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2425.jpg,Glycosia tricolor,Glycosia tricolor,Scarabaeidae,Cetoniinae,Glycosia,tricolor,,OL,MY,Malaysia,,,,Dorsal
"Scarabaeidae, Cetoniinae/Gnathocera bilineata roseni 5355cz57.jpg",2426,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2426.jpg,Gnathocera bilineata roseni,Gnathocera bilineata roseni,Scarabaeidae,Cetoniinae,Gnathocera,bilineata,roseni,AT,CI,Côte d'Ivoire ,,Parc National de la Kombé,10/1998,Dorsal
"Scarabaeidae, Cetoniinae/Gnathocera flavovirens 5372cz74.jpg",2427,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2427.jpg,Gnathocera flavovirens,Gnathocera flavovirens,Scarabaeidae,Cetoniinae,Gnathocera,flavovirens,,AT,TG,Togo,,Kpalimé,10/1993,Dorsal
"Scarabaeidae, Cetoniinae/Gnathocera hyacintinia 5376cz77.jpg",2428,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2428.jpg,Gnathocera hyacintinia,Gnathocera hyacintinia,Scarabaeidae,Cetoniinae,Gnathocera,hyacintinia,,AT,CI,Côte d'Ivoire ,,Parc National de la Kombé,10/1998,Dorsal
"Scarabaeidae, Cetoniinae/Gnathocera impressa 5378cz80.jpg",2429,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2429.jpg,Gnathocera impressa,Gnathocera impressa,Scarabaeidae,Cetoniinae,Gnathocera,impressa,,AT,CI,Côte d'Ivoire ,,Parc National de la Kombé,10/1998,Dorsal
"Scarabaeidae, Cetoniinae/Gnathocera lurida 5381cz83.jpg",2430,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2430.jpg,Gnathocera lurida,Gnathocera lurida,Scarabaeidae,Cetoniinae,Gnathocera,lurida,,AT,CF,Central African Republic,,Manovo-Sangba,06/1998,Dorsal
"Scarabaeidae, Cetoniinae/Gnathocera trivittata 5384cz86.jpg",2431,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2431.jpg,Gnathocera trivittata,Gnathocera trivittata,Scarabaeidae,Cetoniinae,Gnathocera,trivittata,,AT,CD,"Congo, The Democratic Republic of the",,Bandundu ,05/1971,Dorsal
"Scarabaeidae, Cetoniinae/Gnathocera trivittata 5495-97.jpg",2432,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2432.jpg,Gnathocera trivittata,Gnathocera trivittata,Scarabaeidae,Cetoniinae,Gnathocera,trivittata,,AT,CD,"Congo, The Democratic Republic of the",,"Tilapia, Kasangulu ",06/1980,Dorsal
"Scarabaeidae, Cetoniinae/Gnorimimelus batesi 6596cz00.jpg",2433,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2433.jpg,Gnorimimelus batesi,Gnorimimelus batesi,Scarabaeidae,Cetoniinae,Gnorimimelus,batesi,,AT,CM,Cameroon,Southwest Region ,Ekonjo (Petit Mount Cameroon),07/12/1982,Dorsal
"Scarabaeidae, Cetoniinae/Gnorimimelus batesi 6601cz06.jpg",2434,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2434.jpg,Gnorimimelus batesi,Gnorimimelus batesi,Scarabaeidae,Cetoniinae,Gnorimimelus,batesi,,AT,CM,Cameroon,Southwest Region ,Ekonjo (Petit Mount Cameroon),07/12/1982,Dorsal Head
"Scarabaeidae, Cetoniinae/Gnorimus tibialis 42404cz07.jpg",2435,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2435.jpg,Gnorimus tibialis,Gnorimus tibialis,Scarabaeidae,Cetoniinae,Gnorimus,tibialis,,PA,TW,"Taiwan, Province of China",,Muzha,16/06/1939,Dorsal
"Scarabaeidae, Cetoniinae/Gnorimus tibialis 42408cz10 copie.jpg",2436,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2436.jpg,Gnorimus tibialis,Gnorimus tibialis,Scarabaeidae,Cetoniinae,Gnorimus,tibialis,,PA,TW,"Taiwan, Province of China",,Muzha,16/06/1939,Ventral
"Scarabaeidae, Cetoniinae/Goliathus orientalis 4854.jpg",2437,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2437.jpg,Goliathus orientalis,Goliathus orientalis,Scarabaeidae,Cetoniinae,Goliathus,orientalis,,AT,CD,"Congo, The Democratic Republic of the",Katanga ,,1990,Dorsal
"Scarabaeidae, Cetoniinae/Goliathus orientalis 4855.jpg",2438,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2438.jpg,Goliathus orientalis,Goliathus orientalis,Scarabaeidae,Cetoniinae,Goliathus,orientalis,,AT,,,,,,Dorsal
"Scarabaeidae, Cetoniinae/Goliathus orientalis preussi 5048.jpg",2439,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2439.jpg,Goliathus orientalis preussi,Goliathus orientalis preussi,Scarabaeidae,Cetoniinae,Goliathus,orientalis,preussi,AT,TZ,"Tanzania, United Republic of ",East Usambara Mountains ,Amani area,07/2000,Dorsal
"Scarabaeidae, Cetoniinae/Goliathus orientalis preussi 5050.jpg",2440,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2440.jpg,Goliathus orientalis preussi,Goliathus orientalis preussi,Scarabaeidae,Cetoniinae,Goliathus,orientalis,preussi,AT,TZ,"Tanzania, United Republic of ",East Usambara Mountains ,Amani area,07/2000,Dorsal
"Scarabaeidae, Cetoniinae/Goliathus orientalis pustulatus  4851.jpg",2441,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2441.jpg,Goliathus orientalis pustulatus,Goliathus orientalis pustulatus,Scarabaeidae,Cetoniinae,Goliathus,orientalis,pustulatus,AT,CI,Côte d'Ivoire ,Haut-Sassandra ,Issia,12/1987,Dorsal
"Scarabaeidae, Cetoniinae/Goliathus regius 4859.jpg",2442,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2442.jpg,Goliathus regius,Goliathus regius,Scarabaeidae,Cetoniinae,Goliathus,regius,,AT,CI,Côte d'Ivoire ,,,,Dorsal
"Scarabaeidae, Cetoniinae/Goliathus regius 5620.jpg",2443,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2443.jpg,Goliathus regius,Goliathus regius,Scarabaeidae,Cetoniinae,Goliathus,regius,,AT,CI,Côte d'Ivoire ,Haut-Sassandra ,Issia,12/1987,Dorsal
"Scarabaeidae, Cetoniinae/Golinca bifrons 42371cz74.JPG",2444,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2444.jpg,Golinca bifrons,Golinca bifrons,Scarabaeidae,Cetoniinae,Golinca,bifrons,,NT,PE,Peru,,,,Lateral
"Scarabaeidae, Cetoniinae/Golinca bifrons 42375cz77.jpg",2445,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2445.jpg,Golinca bifrons,Golinca bifrons,Scarabaeidae,Cetoniinae,Golinca,bifrons,,NT,PE,Peru,,,,Dorsal
"Scarabaeidae, Cetoniinae/Golinca bifrons 42378cz81.jpg",2446,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2446.jpg,Golinca bifrons,Golinca bifrons,Scarabaeidae,Cetoniinae,Golinca,bifrons,,NT,PE,Peru,,,,Dorsal
"Scarabaeidae, Cetoniinae/Golinca bifrons 42382cz88.jpg",2447,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2447.jpg,Golinca bifrons,Golinca bifrons,Scarabaeidae,Cetoniinae,Golinca,bifrons,,NT,PE,Peru,,,,Lateral
"Scarabaeidae, Cetoniinae/Gymnetis barrasi 8621cz23.jpg",2449,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2449.jpg,Gymnetis barrasi,Gymnetis barrasi,Scarabaeidae,Cetoniinae,Gymnetis,barrasi,,NT,BR,Brazil,Minas Gerais ,Uberaba,,Dorsal
"Scarabaeidae, Cetoniinae/Gymnetis circumdata 8627cz29.jpg",2451,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2451.jpg,Gymnetis circumdata,Gymnetis circumdata,Scarabaeidae,Cetoniinae,Gymnetis,circumdata,,NT,GF,French Guiana,,,,Dorsal
"Scarabaeidae, Cetoniinae/Gymnetis costaricensis 8630cz33.jpg",2452,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2452.jpg,Gymnetis costaricensis,Gymnetis costaricensis,Scarabaeidae,Cetoniinae,Gymnetis,costaricensis,,NT,CR,Costa Rica,Cartago ,Turrialba ,,Dorsal
"Scarabaeidae, Cetoniinae/Gymnetis flaveola 23569cz73.jpg",2453,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2453.jpg,Gymnetis flaveola,Gymnetis flaveola,Scarabaeidae,Cetoniinae,Gymnetis,flaveola,,NT,BR,Brazil,Pará ,Óbidos ,11/1960,Dorsal
"Scarabaeidae, Cetoniinae/Gymnetis flaveola 8651cz54.jpg",2454,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2454.jpg,Gymnetis flaveola,Gymnetis flaveola,Scarabaeidae,Cetoniinae,Gymnetis,flaveola,,NT,BR,Brazil,Pará ,,11/1971,Dorsal
"Scarabaeidae, Cetoniinae/Gymnetis flavomarginata 18022cz27.jpg",2455,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2455.jpg,Gymnetis flavomarginata,Gymnetis flavomarginata,Scarabaeidae,Cetoniinae,Gymnetis,flavomarginata,,NA,US,United States,"Texas, Bee County",,10/1999,Dorsal
"Scarabaeidae, Cetoniinae/Gymnetis holosericea 8655cz58.jpg",2456,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2456.jpg,Gymnetis holosericea,Gymnetis holosericea,Scarabaeidae,Cetoniinae,Gymnetis,holosericea,,NT,GF,French Guiana,Saint-Laurent-du-Maroni ,Saint-Laurent-du-Maroni ,,Dorsal
