origpathname,unitid,format,licenseuri,fileuri,scientificname,typifiedname,family,subfamily,genus,species,subspecies,zoogeoregion,countrycode,country,province,station,eventdate,view
"Scarabaeidae, Cetoniinae/Dilochrosis balteata 23342cz45.jpg",2311,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2311.jpg,Dilochrosis balteata,Dilochrosis balteata,Scarabaeidae,Cetoniinae,Dilochrosis,balteata,,AU,ID,Indonesia,Irian Jaya (=Papua),Fak-Fak,12/2000,Dorsal
"Scarabaeidae, Cetoniinae/Dilochrosis nigerrima 23389cz92.jpg",2313,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2313.jpg,Dilochrosis nigerrima,Dilochrosis nigerrima,Scarabaeidae,Cetoniinae,Dilochrosis,nigerrima,,OL,ID,Indonesia,Maluku ,Halmahera Island,,Dorsal
"Scarabaeidae, Cetoniinae/Dirrhina iris 10656cz60.jpg",2314,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2314.jpg,Dirrhina iris,Dirrhina iris,Scarabaeidae,Cetoniinae,Dirrhina,iris,,AT,MG,Madagascar,,Anosibe,01/1971,Dorsal
"Scarabaeidae, Cetoniinae/Dischista cincta 8426cz29.jpg",2315,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2315.jpg,Dischista cincta,Dischista cincta,Scarabaeidae,Cetoniinae,Dischista,cincta,,AT,NA,Namibia,,72km East of Gobabis,27/01/1999,Dorsal
"Scarabaeidae, Cetoniinae/Discopletis tricolor 8535cz37.jpg",2316,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2316.jpg,Discopletis tricolor,Discopletis tricolor,Scarabaeidae,Cetoniinae,Discopletis,tricolor,,AT,NA,Namibia,,72km East of Gobabis,27/01/1999,Dorsal
"Scarabaeidae, Cetoniinae/Doryscelis calcarata 10386cz91.jpg",2317,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2317.jpg,Doryscelis calcarata,Doryscelis calcarata,Scarabaeidae,Cetoniinae,Doryscelis,calcarata,,AT,MG,Madagascar,,Mandraka,10/1961,Dorsal
"Scarabaeidae, Cetoniinae/Doryscelis calcarata 10393cz97.jpg",2318,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2318.jpg,Doryscelis calcarata,Doryscelis calcarata,Scarabaeidae,Cetoniinae,Doryscelis,calcarata,,AT,MG,Madagascar,,Perinet,11/1961,Dorsal
"Scarabaeidae, Cetoniinae/Dymnusia varabilis 5219cz21.jpg",2319,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2319.jpg,Dymnusia varabilis,Dymnusia varabilis,Scarabaeidae,Cetoniinae,Dymnusia,varabilis,,AT,,,,,1997,Dorsal
"Scarabaeidae, Cetoniinae/Dymnusia variabilis 5151cz53.jpg",2320,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2320.jpg,Dymnusia variabilis,Dymnusia variabilis,Scarabaeidae,Cetoniinae,Dymnusia,variabilis,,AT,CM,Cameroon,Southwest Region ,Rumpi Hills,12/1991,Dorsal
"Scarabaeidae, Cetoniinae/Dymnusia variabilis 5212cz14.jpg",2321,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2321.jpg,Dymnusia variabilis,Dymnusia variabilis,Scarabaeidae,Cetoniinae,Dymnusia,variabilis,,AT,,,,,1997,Dorsal
"Scarabaeidae, Cetoniinae/Dymnusia variabilis 5215cz18.jpg",2322,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2322.jpg,Dymnusia variabilis,Dymnusia variabilis,Scarabaeidae,Cetoniinae,Dymnusia,variabilis,,AT,CM,Cameroon,Southwest Region ,Rumpi Hills,12/1991,Dorsal
"Scarabaeidae, Cetoniinae/Dymnusia variabilis 5222cz24.jpg",2323,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2323.jpg,Dymnusia variabilis,Dymnusia variabilis,Scarabaeidae,Cetoniinae,Dymnusia,variabilis,,AT,,,,,1997,Dorsal
"Scarabaeidae, Cetoniinae/Dymnusia variabils 5209cz11.jpg",2324,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2324.jpg,Dymnusia variabils,Dymnusia variabils,Scarabaeidae,Cetoniinae,Dymnusia,variabils,,AT,CM,Cameroon,Southwest Region ,Rumpi Hills,12/1991,Dorsal
"Scarabaeidae, Cetoniinae/Dyspilophora abbreviata 5535cz37.jpg",2325,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2325.jpg,Dyspilophora abbreviata,Dyspilophora abbreviata,Scarabaeidae,Cetoniinae,Dyspilophora,abbreviata,,AT,CI,Côte d'Ivoire ,,,06/1997,Dorsal
"Scarabaeidae, Cetoniinae/Dyspilophora trivittata 5145cz47.jpg",2326,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2326.jpg,Dyspilophora trivittata,Dyspilophora trivittata,Scarabaeidae,Cetoniinae,Dyspilophora,trivittata,,AT,TZ,"Tanzania, United Republic of ",Iringa,Pawaga ,06/01/1994,Dorsal
"Scarabaeidae, Cetoniinae/Dyspilophora trivittata 5148cz150.jpg",2327,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2327.jpg,Dyspilophora trivittata,Dyspilophora trivittata,Scarabaeidae,Cetoniinae,Dyspilophora,trivittata,,AT,ZW,Zimbabwe,Bulawayo,Matopos,16/03/1998,Dorsal
"Scarabaeidae, Cetoniinae/Eoheterorrhina simillima 7089cz92.jpg",2328,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2328.jpg,Eoheterorrhina simillima,Eoheterorrhina simillima,Scarabaeidae,Cetoniinae,Eoheterorrhina,simillima,,OL,PH,Philippines,"Northern Luzon, Mountain Province",,06/1991,Dorsal
"Scarabaeidae, Cetoniinae/Epixanthis maculitarsis ruficrus 10398cz03.jpg",2329,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2329.jpg,Epixanthis maculitarsis ruficrus,Epixanthis maculitarsis ruficrus,Scarabaeidae,Cetoniinae,Epixanthis,maculitarsis,ruficrus,AT,MG,Madagascar,,Anosibe,11/1965,Dorsal
"Scarabaeidae, Cetoniinae/Epixanthis nigripes 10404cz08.jpg",2330,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2330.jpg,Epixanthis nigripes,Epixanthis nigripes,Scarabaeidae,Cetoniinae,Epixanthis,nigripes,,AT,MG,Madagascar,,Moramanga ,10/1962,Dorsal
"Scarabaeidae, Cetoniinae/Eucetonia magnifica 8225cz29.jpg",2331,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2331.jpg,Eucetonia magnifica,Eucetonia magnifica,Scarabaeidae,Cetoniinae,Eucetonia,magnifica,,OL,KR,"Korea, Republic of",Gwangju-sanmaek ,Northeast of Seoul,02/07/1996,Dorsal
"Scarabaeidae, Cetoniinae/Euchilia donckieri 10368cz73.jpg",2332,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2332.jpg,Euchilia donckieri,Euchilia donckieri,Scarabaeidae,Cetoniinae,Euchilia,donckieri,,AT,MG,Madagascar,,Mananara,03/1991,Dorsal
"Scarabaeidae, Cetoniinae/Euchilia puncticollis 10374cz79.jpg",2333,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2333.jpg,Euchilia puncticollis,Euchilia puncticollis,Scarabaeidae,Cetoniinae,Euchilia,puncticollis,,AT,MG,Madagascar,,Anosibe,01/1971,Dorsal
"Scarabaeidae, Cetoniinae/Euchloropus laetus 5636cz39.jpg",2334,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2334.jpg,Euchloropus laetus,Euchloropus laetus,Scarabaeidae,Cetoniinae,Euchloropus,laetus,,OL,TH,Thailand,Nakhon Sawan,,10/1982,Dorsal
"Scarabaeidae, Cetoniinae/Euchloropus laetus 5640cz43.jpg",2335,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2335.jpg,Euchloropus laetus,Euchloropus laetus,Scarabaeidae,Cetoniinae,Euchloropus,laetus,,OL,TH,Thailand,Nakhon Sawan,,10/1982,Dorsal
"Scarabaeidae, Cetoniinae/Euchroea abdominalis 10507cz11.jpg",2336,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2336.jpg,Euchroea abdominalis,Euchroea abdominalis,Scarabaeidae,Cetoniinae,Euchroea,abdominalis,,AT,MG,Madagascar,,Mananara,10/1975,Dorsal
"Scarabaeidae, Cetoniinae/Euchroea auripimenta 10512cz16.jpg",2337,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2337.jpg,Euchroea auripimenta,Euchroea auripimenta,Scarabaeidae,Cetoniinae,Euchroea,auripimenta,,AT,MG,Madagascar,,Anosibe,12/1991,Dorsal
"Scarabaeidae, Cetoniinae/Euchroea clementi 10517cz19.jpg",2338,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2338.jpg,Euchroea clementi,Euchroea clementi,Scarabaeidae,Cetoniinae,Euchroea,clementi,,AT,MG,Madagascar,,,12/06/1985,Dorsal
"Scarabaeidae, Cetoniinae/Euchroea clementi riphaeus 10520cz25.jpg",2339,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2339.jpg,Euchroea clementi riphaeus,Euchroea clementi riphaeus,Scarabaeidae,Cetoniinae,Euchroea,clementi,riphaeus,AT,MG,Madagascar,,Mandraka,05/1991,Dorsal
"Scarabaeidae, Cetoniinae/Euchroea clementi riphaeus 10526cz32.jpg",2340,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2340.jpg,Euchroea clementi riphaeus,Euchroea clementi riphaeus,Scarabaeidae,Cetoniinae,Euchroea,clementi,riphaeus,AT,MG,Madagascar,,Mandraka,05/1991,Dorsal
"Scarabaeidae, Cetoniinae/Euchroea clementi riphaeus 10546cz49.jpg",2341,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2341.jpg,Euchroea clementi riphaeus,Euchroea clementi riphaeus,Scarabaeidae,Cetoniinae,Euchroea,clementi,riphaeus,AT,MG,Madagascar,,Mandraka,05/1991,Dorsal
"Scarabaeidae, Cetoniinae/Euchroea coelestis 10533cz38.jpg",2342,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2342.jpg,Euchroea coelestis,Euchroea coelestis,Scarabaeidae,Cetoniinae,Euchroea,coelestis,,AT,MG,Madagascar,,Mandraka,11/1991,Dorsal
"Scarabaeidae, Cetoniinae/Euchroea coelestis 10539cz45.jpg",2343,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2343.jpg,Euchroea coelestis,Euchroea coelestis,Scarabaeidae,Cetoniinae,Euchroea,coelestis,,AT,MG,Madagascar,,Mandraka,11/1991,Dorsal
"Scarabaeidae, Cetoniinae/Euchroea coelestis 10550cz54.jpg",2344,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2344.jpg,Euchroea coelestis,Euchroea coelestis,Scarabaeidae,Cetoniinae,Euchroea,coelestis,,AT,MG,Madagascar,,Mandraka,11/1991,Ventral
"Scarabaeidae, Cetoniinae/Euchroea coelestis peyreirarsi 10555cz58.jpg",2345,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2345.jpg,Euchroea coelestis peyreirarsi,Euchroea coelestis peyreirarsi,Scarabaeidae,Cetoniinae,Euchroea,coelestis,peyreirarsi,AT,MG,Madagascar,,,12/1981,Dorsal
"Scarabaeidae, Cetoniinae/Euchroea coelestis peyreirarsi 10574cz78.jpg",2346,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2346.jpg,Euchroea coelestis peyreirarsi,Euchroea coelestis peyreirarsi,Scarabaeidae,Cetoniinae,Euchroea,coelestis,peyreirarsi,AT,MG,Madagascar,,,12/1981,Dorsal
"Scarabaeidae, Cetoniinae/Euchroea desmareti 10579cz83.jpg",2347,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2347.jpg,Euchroea desmareti,Euchroea desmareti,Scarabaeidae,Cetoniinae,Euchroea,desmareti,,AT,MG,Madagascar,,,03/1984,Dorsal
"Scarabaeidae, Cetoniinae/Euchroea flavoguttata 10584cz89.jpg",2348,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2348.jpg,Euchroea flavoguttata,Euchroea flavoguttata,Scarabaeidae,Cetoniinae,Euchroea,flavoguttata,,AT,MG,Madagascar,,Mandraka,05/1990,Dorsal
"Scarabaeidae, Cetoniinae/Euchroea histrionica 10559cz62.jpg",2349,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2349.jpg,Euchroea histrionica,Euchroea histrionica,Scarabaeidae,Cetoniinae,Euchroea,histrionica,,AT,MG,Madagascar,,Anosibe,05/1968,Ventral
"Scarabaeidae, Cetoniinae/Euchroea histrionica 10590cz95.jpg",2350,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2350.jpg,Euchroea histrionica,Euchroea histrionica,Scarabaeidae,Cetoniinae,Euchroea,histrionica,,AT,MG,Madagascar,,Anosibe,05/1968,Dorsal
"Scarabaeidae, Cetoniinae/Euchroea oberthueri benezecchi 10596cz00.jpg",2351,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2351.jpg,Euchroea oberthueri benezecchi,Euchroea oberthueri benezecchi,Scarabaeidae,Cetoniinae,Euchroea,oberthueri,benezecchi,AT,MG,Madagascar,,Sandrangato,06/1992,Dorsal
"Scarabaeidae, Cetoniinae/Euchroea spininasuta 10563z65.jpg",2352,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2352.jpg,Euchroea spininasuta,Euchroea spininasuta,Scarabaeidae,Cetoniinae,Euchroea,spininasuta,,AT,MG,Madagascar,,Vondrozo,05/1984,Ventral
"Scarabaeidae, Cetoniinae/Euchroea spininasuta 10601cz07.jpg",2353,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2353.jpg,Euchroea spininasuta,Euchroea spininasuta,Scarabaeidae,Cetoniinae,Euchroea,spininasuta,,AT,MG,Madagascar,,Vondrozo,05/1984,Dorsal
"Scarabaeidae, Cetoniinae/Euchroea urania 10566cz69.jpg",2354,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2354.jpg,Euchroea urania,Euchroea urania,Scarabaeidae,Cetoniinae,Euchroea,urania,,AT,MG,Madagascar,,Tananarive (=Antananarivo),12/1991,Ventral
"Scarabaeidae, Cetoniinae/Euchroea urania 10608cz15.jpg",2355,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2355.jpg,Euchroea urania,Euchroea urania,Scarabaeidae,Cetoniinae,Euchroea,urania,,AT,MG,Madagascar,,Tananarive (=Antananarivo),12/1991,Dorsal
"Scarabaeidae, Cetoniinae/Euchroea vadoni 10570cz73.jpg",2356,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2356.jpg,Euchroea vadoni,Euchroea vadoni,Scarabaeidae,Cetoniinae,Euchroea,vadoni,,AT,MG,Madagascar,,Itremo,01/1979,Ventral
"Scarabaeidae, Cetoniinae/Euchroea vadoni 10616cz25.jpg",2357,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2357.jpg,Euchroea vadoni,Euchroea vadoni,Scarabaeidae,Cetoniinae,Euchroea,vadoni,,AT,MG,Madagascar,,Itremo,01/1979,Dorsal
"Scarabaeidae, Cetoniinae/Euchroea viossatis 10626cz30.jpg",2358,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2358.jpg,Euchroea viossatis,Euchroea viossatis,Scarabaeidae,Cetoniinae,Euchroea,viossatis,,AT,MG,Madagascar,,Sandrangato,03/1984,Dorsal
"Scarabaeidae, Cetoniinae/Eudicella euthalia 5245cz46.jpg",2359,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2359.jpg,Eudicella euthalia,Eudicella euthalia,Scarabaeidae,Cetoniinae,Eudicella,euthalia,,AT,TZ,"Tanzania, United Republic of ",,Amani (Tanga),01/1999,Dorsal
"Scarabaeidae, Cetoniinae/Eudicella euthalia 5248cz50.jpg",2360,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2360.jpg,Eudicella euthalia,Eudicella euthalia,Scarabaeidae,Cetoniinae,Eudicella,euthalia,,AT,TZ,"Tanzania, United Republic of ",,Amani (Tanga),01/1999,Dorsal
"Scarabaeidae, Cetoniinae/Eudicella euthalia bertherandi 5251cz53.jpg",2361,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2361.jpg,Eudicella euthalia bertherandi,Eudicella euthalia bertherandi,Scarabaeidae,Cetoniinae,Eudicella,euthalia,bertherandi,AT,ZW,Zimbabwe,"Eastern Highlands, Manicaland ",40 km North of Mutare,19/01/2000,Dorsal
"Scarabaeidae, Cetoniinae/Eudicella euthalia bertherandi 5254cz56.jpg",2362,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2362.jpg,Eudicella euthalia bertherandi,Eudicella euthalia bertherandi,Scarabaeidae,Cetoniinae,Eudicella,euthalia,bertherandi,AT,ZW,Zimbabwe,"Eastern Highlands, Manicaland ",40 km North of Mutare,19/01/2000,Dorsal
"Scarabaeidae, Cetoniinae/Eudicella euthalia shiratica 5257cz59.jpg",2363,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2363.jpg,Eudicella euthalia shiratica,Eudicella euthalia shiratica,Scarabaeidae,Cetoniinae,Eudicella,euthalia,shiratica,AT,CD,"Congo, The Democratic Republic of the",,Bikoro,07/1985,Dorsal
"Scarabaeidae, Cetoniinae/Eudicella frontalis 5541cz45.jpg",2364,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2364.jpg,Eudicella frontalis,Eudicella frontalis,Scarabaeidae,Cetoniinae,Eudicella,frontalis,,AT,CI,Côte d'Ivoire ,,,06/1997,Dorsal
"Scarabaeidae, Cetoniinae/Eudicella frontalis 5546cz48.jpg",2365,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2365.jpg,Eudicella frontalis,Eudicella frontalis,Scarabaeidae,Cetoniinae,Eudicella,frontalis,,AT,CI,Côte d'Ivoire ,,,06/1997,Dorsal
"Scarabaeidae, Cetoniinae/Eudicella gralli 5529cz31.jpg",2366,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2366.jpg,Eudicella gralli,Eudicella gralli,Scarabaeidae,Cetoniinae,Eudicella,gralli,,AT,CD,"Congo, The Democratic Republic of the",,Tilapia,06/10/1974,Dorsal
"Scarabaeidae, Cetoniinae/Eudicella gralli mechowi 5260cz62.jpg",2367,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2367.jpg,Eudicella gralli mechowi,Eudicella gralli mechowi,Scarabaeidae,Cetoniinae,Eudicella,gralli,mechowi,AT,AO,Angola,,Cameia,03/1998,Dorsal
"Scarabaeidae, Cetoniinae/Eudicella gralli thyrii 5297cz00.JPG",2368,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2368.jpg,Eudicella gralli thyrii,Eudicella gralli thyrii,Scarabaeidae,Cetoniinae,Eudicella,gralli,thyrii,AT,BI,Burundi,Bururi ,Karonda,06/1991,Dorsal
"Scarabaeidae, Cetoniinae/Eudicella gralli thyrii 5304cz06.jpg",2369,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2369.jpg,Eudicella gralli thyrii,Eudicella gralli thyrii,Scarabaeidae,Cetoniinae,Eudicella,gralli,thyrii,AT,BI,Burundi,Bururi ,Karonda,06/1991,Dorsal
"Scarabaeidae, Cetoniinae/Eudicella gralli thyrii 5311cz13.jpg",2370,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2370.jpg,Eudicella gralli thyrii,Eudicella gralli thyrii,Scarabaeidae,Cetoniinae,Eudicella,gralli,thyrii,AT,BI,Burundi,Bururi ,Karonda,06/1991,Dorsal
"Scarabaeidae, Cetoniinae/Eudicella immaculata 5513cz15.jpg",2371,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2371.jpg,Eudicella immaculata,Eudicella immaculata,Scarabaeidae,Cetoniinae,Eudicella,immaculata,,AT,KE,Kenya,Eastern ,Chyulu Hills,10/11/1998,Dorsal
"Scarabaeidae, Cetoniinae/Eudicella immaculata 5517cz19.jpg",2372,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2372.jpg,Eudicella immaculata,Eudicella immaculata,Scarabaeidae,Cetoniinae,Eudicella,immaculata,,AT,KE,Kenya,Eastern ,Chyulu Hills,10/11/1998,Dorsal
"Scarabaeidae, Cetoniinae/Eudicella morgani 5549cz51.jpg",2373,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2373.jpg,Eudicella morgani,Eudicella morgani,Scarabaeidae,Cetoniinae,Eudicella,morgani,,AT,CI,Côte d'Ivoire ,,,11/1999,Dorsal
"Scarabaeidae, Cetoniinae/Eudicella morgani 5552cz54.jpg",2374,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2374.jpg,Eudicella morgani,Eudicella morgani,Scarabaeidae,Cetoniinae,Eudicella,morgani,,AT,CI,Côte d'Ivoire ,,,11/1999,Dorsal
"Scarabaeidae, Cetoniinae/Eudicella pauperata 5307cz10.jpg",2375,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2375.jpg,Eudicella pauperata,Eudicella pauperata,Scarabaeidae,Cetoniinae,Eudicella,pauperata,,AT,CD,"Congo, The Democratic Republic of the",Katanga ,Luena,12/1989,Dorsal
"Scarabaeidae, Cetoniinae/Eudicella preissi 5276cz78.jpg",2376,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2376.jpg,Eudicella preissi,Eudicella preissi,Scarabaeidae,Cetoniinae,Eudicella,preissi,,AT,TZ,"Tanzania, United Republic of ",Rukwa,Ufipa Mountains,24/11/1977,Dorsal
"Scarabaeidae, Cetoniinae/Eudicella preissi 5279cz81.jpg",2377,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2377.jpg,Eudicella preissi,Eudicella preissi,Scarabaeidae,Cetoniinae,Eudicella,preissi,,AT,TZ,"Tanzania, United Republic of ",Rukwa,Ufipa Mountains,24/11/1977,Dorsal
"Scarabaeidae, Cetoniinae/Eudicella schultzeorum pseudowoermanni 5285cz87.jpg",2378,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2378.jpg,Eudicella schultzeorum pseudowoermanni,Eudicella schultzeorum pseudowoermanni,Scarabaeidae,Cetoniinae,Eudicella,schultzeorum,pseudowoermanni,AT,CM,Cameroon,Southwest Region ,Rumpi Hills,12/1995,Dorsal
"Scarabaeidae, Cetoniinae/Eudicella schultzeorum pseudowoermanni 5301cz03.jpg",2379,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2379.jpg,Eudicella schultzeorum pseudowoermanni,Eudicella schultzeorum pseudowoermanni,Scarabaeidae,Cetoniinae,Eudicella,schultzeorum,pseudowoermanni,AT,CM,Cameroon,Southwest Region ,Rumpi Hills,12/1995,Dorsal
"Scarabaeidae, Cetoniinae/Eudicella smithi 5288cz90.jpg",2380,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2380.jpg,Eudicella smithi,Eudicella smithi,Scarabaeidae,Cetoniinae,Eudicella,smithi,,AT,ZW,Zimbabwe,Bulawayo,Matopos,16/03/1998,Dorsal
"Scarabaeidae, Cetoniinae/Eudicella smithi 5291cz93.jpg",2381,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2381.jpg,Eudicella smithi,Eudicella smithi,Scarabaeidae,Cetoniinae,Eudicella,smithi,,AT,ZW,Zimbabwe,Bulawayo,Matopos,16/03/1998,Dorsal
"Scarabaeidae, Cetoniinae/Euphoria nitens 18032cz35.jpg",2399,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2399.jpg,Euphoria nitens,Euphoria nitens,Scarabaeidae,Cetoniinae,Euphoria,nitens,,NA,US,United States,"Texas, Atascosa County ",,06/1998,Dorsal
"Scarabaeidae, Cetoniinae/Eudicella smithi shiratica 5622.jpg",2382,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2382.jpg,Eudicella smithi shiratica,Eudicella smithi shiratica,Scarabaeidae,Cetoniinae,Eudicella,smithi,shiratica,AT,TZ,"Tanzania, United Republic of ",East Usambara Mountains ,Amani area,07/2000,Dorsal
"Scarabaeidae, Cetoniinae/Eudicella smithi shiratica 5624cz26.jpg",2383,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/2383.jpg,Eudicella smithi shiratica,Eudicella smithi shiratica,Scarabaeidae,Cetoniinae,Eudicella,smithi,shiratica,AT,TZ,"Tanzania, United Republic of ",East Usambara Mountains ,Amani area,07/2000,Dorsal
