filename,processed,interpreted_scientific_name
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Catharsius bradshawi 27383cz91.jpg",true,Catharsius bradshawi
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Catharsius bradshawi 27397cz11.jpg",true,Catharsius bradshawi
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Catharsius bradshawi 27412cz16.jpg",true,Catharsius bradshawi
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Catharsius bradshawi 27417cz23.jpg",true,Catharsius bradshawi
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Catharsius bradshawi 27424cz28.jpg",true,Catharsius bradshawi
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Catharsius dux 27470cz76.jpg",true,Catharsius dux
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Catharsius dux 27477cz83.jpg",true,Catharsius dux
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Catharsius dux 27484cz93.jpg",true,Catharsius dux
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Catharsius dux 27494cz01.jpg",true,Catharsius dux
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Catharsius heros 27353cz58.jpg",true,Catharsius heros
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Catharsius heros 27359cz64.jpg",true,Catharsius heros
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Catharsius heros 27365cz70.jpg",true,Catharsius heros
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Catharsius heros 27371cz76.jpg",true,Catharsius heros
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Catharsius heros 27377cz82.jpg",true,Catharsius heros
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Catharsius obtusicornis 27502cz09.jpg",true,Catharsius obtusicornis
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Catharsius obtusicornis 27510cz20JPG.jpg",true,Catharsius obtusicornis
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Catharsius obtusicornis 27521cz28.jpg",true,Catharsius obtusicornis
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Catharsius obtusicornis 27529cz35.jpg",true,Catharsius obtusicornis
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Catharsius phidias 2435cz42.jpg",true,Catharsius phidias
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Catharsius phidias 27429cz34.jpg",true,Catharsius phidias
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Catharsius phidias 27443cz49.jpg",true,Catharsius phidias
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Catharsius phidias 27450cz55.jpg",true,Catharsius phidias
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Catharsius phidias 27456cz61.jpg",true,Catharsius phidias
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Catharsius satyrus 27462cz69.jpg",true,Catharsius satyrus
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Catharsius satyrus 27636cz43.jpg",true,Catharsius satyrus
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Catharsius sesostris 27332cz40.jpg",true,Catharsius sesostris
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Catharsius sesostris 27341cz46.jpg",true,Catharsius sesostris
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Catharsius sesostris 27347cz51.jpg",true,Catharsius sesostris
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Copris armatus 27536cz46.jpg",true,Copris armatus
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Copris armatus 27547cz55.jpg",true,Copris armatus
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Copris armatus 27556cz63.jpg",true,Copris armatus
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Copris dracunculus 27564cz73.jpg",true,Copris dracunculus
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Copris dracunculus 27574cz82.jpg",true,Copris dracunculus
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Copris dracunculus 27583cz89.jpg",true,Copris dracunculus
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Copris dracunculus 27590cz95.jpg",true,Copris dracunculus
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Copris laius 27596cz05.jpg",true,Copris laius
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Copris laius 27606cz14.jpg",true,Copris laius
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Copris laius 27615cz22.jpg",true,Copris laius
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Copris laius 27623cz29.jpg",true,Copris laius
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Copris megaceratoides 27644cz55.jpg",true,Copris megaceratoides
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Copris megaceratoides 27656cz68.jpg",true,Copris megaceratoides
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Copris megaceratoides 27669cz81.jpg",true,Copris megaceratoides
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Copris megaceratoides 27682cz89.jpg",true,Copris megaceratoides
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Copris megaceratoides 27690cz98.jpg",true,Copris megaceratoides
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Copris moffartsi 27699cz03.jpg",true,Copris moffartsi
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Copris moffartsi 27704cz11.jpg",true,Copris moffartsi
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Copris moffartsi 27712cz17.jpg",true,Copris moffartsi
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Copris moffartsi 27718cz26.jpg",true,Copris moffartsi
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Heliocopris andersoni 23187cz94.jpg",true,Heliocopris andersoni
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Heliocopris andersoni 23195cz04.jpg",true,Heliocopris andersoni
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Heliocopris andersoni 23205cz13.jpg",true,Heliocopris andersoni
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Heliocopris andersoni 23214cz18.jpg",true,Heliocopris andersoni
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Heliocopris andersoni 23225cz33.jpg",true,Heliocopris andersoni
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Heliocopris andersoni 23234cz39.jpg",true,Heliocopris andersoni
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Heliocopris andersoni 23240cz46.jpg",true,Heliocopris andersoni
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Heliocopris andersoni 23247cz51.jpg",true,Heliocopris andersoni
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Heliocopris andersoni 23252cz59.jpg",true,Heliocopris andersoni
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Heliocopris corniculatus 27960cz66.jpg",true,Heliocopris corniculatus
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Heliocopris corniculatus 27967cz74.jpg",true,Heliocopris corniculatus
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Heliocopris felschei 27919cz27.jpg",true,Heliocopris felschei
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Heliocopris felschei 27928cz40.jpg",true,Heliocopris felschei
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Heliocopris gigas 21855cz64.jpg",true,Heliocopris gigas
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Heliocopris gigas 21865cz75.jpg",true,Heliocopris gigas
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Heliocopris gigas 21876cz88.jpg",true,Heliocopris gigas
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Heliocopris gigas 21889CZ97.jpg",true,Heliocopris gigas
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Heliocopris gigas 21898CZ02.jpg",true,Heliocopris gigas
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Heliocopris gigas 21937cz39.jpg",true,Heliocopris gigas
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Heliocopris gigas 21946cz53.jpg",true,Heliocopris gigas
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Heliocopris gigas 21954cz59.jpg",true,Heliocopris gigas
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Heliocopris haroldi 31588cz94.jpg",true,Heliocopris haroldi
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Heliocopris haroldi 31595cz00.jpg",true,Heliocopris haroldi
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Heliocopris haroldi 31601cz11.jpg",true,Heliocopris haroldi
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Heliocopris hunteri 27941cz49.jpg",true,Heliocopris hunteri
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Heliocopris hunteri 27950cz59.jpg",true,Heliocopris hunteri
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Heliocopris midas 23317cz19.jpg",true,Heliocopris midas
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Heliocopris midas 23320cz27.jpg",true,Heliocopris midas
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Heliocopris midas 23328cz36.jpg",true,Heliocopris midas
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Heliocopris midas 23337cz41.jpg",true,Heliocopris midas
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Heliocopris midas 23337cz41a.jpg",true,Heliocopris midas
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Heliocopris pirmal 23283cz85.jpg",true,Heliocopris pirmal
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Heliocopris pirmal 23292cz98.jpg",true,Heliocopris pirmal
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Heliocopris pirmal 23299cz04.jpg",true,Heliocopris pirmal
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Heliocopris pirmal 23305cz10.jpg",true,Heliocopris pirmal
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Heliocopris pirmal 23311cz16.jpg",true,Heliocopris pirmal
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Holocephalus eridanus 23125cz29.jpg",true,Holocephalus eridanus
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Holocephalus eridanus 23130cz33.jpg",true,Holocephalus eridanus
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Homalocopris tmolus 23182cz86.jpg",true,Homalocopris tmolus
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Pinotus achamas 27756cz63.jpg",true,Pinotus achamas
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Pinotus agesilaus 27764cz73.jpg",true,Pinotus agesilaus
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Pinotus alyathes 27774cz81.jpg",true,Pinotus alyathes
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Pinotus buqueti 23140cz48.jpg",true,Pinotus buqueti
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Pinotus buqueti 23149cz57.jpg",true,Pinotus buqueti
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Pinotus buqueti 23158cz65.jpg",true,Pinotus buqueti
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Pinotus buqueti 23166cz72.jpg",true,Pinotus buqueti
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Pinotus carolinus 27782cz89.jpg",true,Pinotus carolinus
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Pinotus carolinus 27790cz95.jpg",true,Pinotus carolinus
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Pinotus compressicollis 27843cz49.jpg",true,Pinotus compressicollis
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Pinotus compressicollis 27850cz56.jpg",true,Pinotus compressicollis
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Pinotus cotopaxi 27796cz01.jpg",true,Pinotus cotopaxi
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Pinotus cotopaxi 27802cz09.jpg",true,Pinotus cotopaxi
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Pinotus diabolicus 27865cz75.jpg",true,Pinotus diabolicus
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Pinotus diabolicus 27876cz85.jpg",true,Pinotus diabolicus
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Pinotus diabolicus 27886cz94.jpg",true,Pinotus diabolicus
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Pinotus fimbriatus 27895cz99.jpg",true,Pinotus fimbriatus
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Pinotus monstrosus 27900cz10.jpg",true,Pinotus monstrosus
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Coprini/Pinotus monstrosus 27911cz18.jpg",true,Pinotus monstrosus
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Eucraniini",false
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Eucraniini/Amomiopsis auritum 22423cz28.jpg",true,Amomiopsis auritum
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Eucraniini/Amomiopsis auritum 22429cz36.jpg",true,Amomiopsis auritum
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Eucraniini/Amomiopsis furciferum 22416cz22.jpg",true,Amomiopsis furciferum
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Eucraniini/Eucranium arachnoides 22404cz10.jpg",true,Eucranium arachnoides
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Eucraniini/Eucranium arachnoides 22411cz15.jpg",true,Eucranium arachnoides
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Eucraniini/Eucranium arachnoides 27727cz33.JPG",false
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Eucraniini/Eucranium dentifrons 27740cz44.jpg",true,Eucranium dentifrons
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Eucraniini/Glyphoderus centralis 22437cz44.JPG",false
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Eucraniini/Glyphoderus centralis 22445cz54.jpg",true,Glyphoderus centralis
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Eucraniini/Glyphoderus centralis 22455cz66.jpg",true,Glyphoderus centralis
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Eucraniini/Glyphoderus centralis 22467cz77.jpg",true,Glyphoderus centralis
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Eucraniini/Glyphoderus centralis 22478cz85.jpg",true,Glyphoderus centralis
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Eucraniini/Glyphoderus centralis 22486cz93.jpg",true,Glyphoderus centralis
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Eucraniini/Glyphoderus monticola 22495cz01.jpg",true,Glyphoderus monticola
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Gymnopleurini",false
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Gymnopleurini/Allogymnopleurus olivieri 22182cz86.jpg",true,Allogymnopleurus olivieri
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Gymnopleurini/Allogymnopleurus spilotus 22171cz76.jpg",true,Allogymnopleurus spilotus
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Gymnopleurini/Garetta azureus 22146cz51.jpg",true,Garetta azureus
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Gymnopleurini/Garetta nitens 22166cz70.jpg",true,Garetta nitens
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Gymnopleurini/Paragymnopleurus sinuatus 22087cz90.jpg",true,Paragymnopleurus sinuatus
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Onitini",false
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Onitini/Allonitis nasutus 23121cz24.jpg",true,Allonitis nasutus
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Onitini/Heteronitis castelnaui 23039cz42.JPG",false
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Onitini/Heteronitis castelnaui 23047cz51.jpg",true,Heteronitis castelnaui
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Onitini/Heteronitis castelnaui 23052cz60.jpg",true,Heteronitis castelnaui
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Onitini/Heteronitis castelnaui 23061cz66.jpg",true,Heteronitis castelnaui
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Onitini/Heteronitis castelnaui 23067cz74.jpg",true,Heteronitis castelnaui
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Onitini/Heteronitis castelnaui 23075cz81.jpg",true,Heteronitis castelnaui
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Onitini/Heteronitis pauliani 23082cz89.jpg",true,Heteronitis pauliani
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Onitini/Heteronitis pauliani 23090cz97.jpg",true,Heteronitis pauliani
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Onitini/Heteronitis pauliani 23098cz05.jpg",true,Heteronitis pauliani
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Onitini/Heteronitis pauliani 23106cz11.jpg",true,Heteronitis pauliani
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Onitini/Heteronitis pauliani 23112cz20.jpg",true,Heteronitis pauliani
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Onitini/Onitis artuosus 23013cz16.jpg",true,Onitis artuosus
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Onitini/Onitis artuosus 23017cz19.jpg",true,Onitis artuosus
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Onthophagini",false
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Onthophagini/Onthophagus basilobatus 23004cz08.jpg",true,Onthophagus basilobatus
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Onthophagini/Onthophagus basilobatus 23009cz12.jpg",true,Onthophagus basilobatus
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Onthophagini/Onthophagus pentacanthus 22523cz29.jpg",true,Onthophagus pentacanthus
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Onthophagini/Onthophagus pentacanthus 22533cz39.jpg",true,Onthophagus pentacanthus
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Onthophagini/Onthophagus worissa 23022cz26.jpg",true,Onthophagus worissa
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Onthophagini/Onthophagus worissa 23027cz31.jpg",true,Onthophagus worissa
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Onthophagini/Onthophagus worissa 23032cz38.jpg",true,Onthophagus worissa
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Onthophagini/Proagoderus amplexus 22591cz98.jpg",true,Proagoderus amplexus
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Onthophagini/Proagoderus amplexus 22599cz09.jpg",true,Proagoderus amplexus
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Onthophagini/Proagoderus amplexus 22610cz18.jpg",true,Proagoderus amplexus
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Onthophagini/Proagoderus amplexus 22620cz25.jpg",true,Proagoderus amplexus
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Onthophagini/Proagoderus blanchardi 22992cz98.jpg",true,Proagoderus blanchardi
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Onthophagini/Proagoderus blanchardi 22999cz03.jpg",true,Proagoderus blanchardi
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Onthophagini/Proagoderus imperator 22540cz45.jpg",true,Proagoderus imperator
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Onthophagini/Proagoderus imperator 22546cz55.jpg",true,Proagoderus imperator
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Onthophagini/Proagoderus imperator 22556cz65.jpg",true,Proagoderus imperator
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Onthophagini/Proagoderus imperator 22566cz73.jpg",true,Proagoderus imperator
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Onthophagini/Proagoderus imperator 22574cz81.jpg",true,Proagoderus imperator
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Onthophagini/Proagoderus imperator 22582cz90.jpg",true,Proagoderus imperator
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Onthophagini/Proagoderus imperator 22626cz30.jpg",true,Proagoderus imperator
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Onthophagini/Proagoderus imperator 22671cz81.jpg",true,Proagoderus imperator
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Onthophagini/Proagoderus mouhoti 22692cz99.jpg",true,Proagoderus mouhoti
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Onthophagini/Proagoderus mouhoti 22700cz06.jpg",true,Proagoderus mouhoti
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Onthophagini/Proagoderus mouhoti 22707cz14.jpg",true,Proagoderus mouhoti
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Onthophagini/Proagoderus mouhoti 22715cz21.jpg",true,Proagoderus mouhoti
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Onthophagini/Proagoderus mouhoti 22722cz31.jpg",true,Proagoderus mouhoti
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Onthophagini/Proagoderus mouhoti 22732cz37.jpg",true,Proagoderus mouhoti
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Onthophagini/Proagoderus mouhoti 252684cz91.jpg",true,Proagoderus mouhoti
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Onthophagini/Proagoderus multicornis 22841cz52.jpg",true,Proagoderus multicornis
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Onthophagini/Proagoderus multicornis 22853cz62.jpg",true,Proagoderus multicornis
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Onthophagini/Proagoderus multicornis 22863cz68.jpg",true,Proagoderus multicornis
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Onthophagini/Proagoderus multicornis 22869cz78.jpg",true,Proagoderus multicornis
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Onthophagini/Proagoderus overlaeti 22879cz83.jpg",true,Proagoderus overlaeti
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Onthophagini/Proagoderus overlaeti 22884cz90.jpg",true,Proagoderus overlaeti
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Onthophagini/Proagoderus overlaeti 22891cz98.jpg",true,Proagoderus overlaeti
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Onthophagini/Proagoderus overlaeti 22899cz02.jpg",true,Proagoderus overlaeti
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Onthophagini/Proagoderus prostans 22903cz06.jpg",true,Proagoderus prostans
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Onthophagini/Proagoderus prostans 22915cz23.jpg",true,Proagoderus prostans
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Onthophagini/Proagoderus prostans 22924cz30.jpg",true,Proagoderus prostans
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Onthophagini/Proagoderus prostans 22931cz37.jpg",true,Proagoderus prostans
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Onthophagini/Proagoderus quadrispinosus 22944cz51.jpg",true,Proagoderus quadrispinosus
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Onthophagini/Proagoderus quadrispinosus 22952cz57.jpg",true,Proagoderus quadrispinosus
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Onthophagini/Proagoderus quadrispinosus 22958cz63.jpg",true,Proagoderus quadrispinosus
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Onthophagini/Proagoderus quadrispinosus 22964cz67.jpg",true,Proagoderus quadrispinosus
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Onthophagini/Proagoderus ramosicornis 22968cz76.jpg",true,Proagoderus ramosicornis
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Onthophagini/Proagoderus ramosicornis 22978cz84.jpg",true,Proagoderus ramosicornis
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Onthophagini/Proagoderus ramosicornis 22985cz90.jpg",true,Proagoderus ramosicornis
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Onthophagini/Proagoderus ramosicornis 23173cz81.jpg",true,Proagoderus ramosicornis
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Onthophagini/Proagoderus rangifer 2065cz74.jpg",true,Proagoderus rangifer
"/home/nnoe/openup_images_source/Scarabaeidae, Scarabaeinae/Onthophagini/Proagoderus rangifer 21987cz98.jpg",true,Proagoderus rangifer
